43,"AdPredictive","https://adpredictive.com/privacy","adpredictive.com adpredictive.io adpredictive.net platform.adpredictive.com platform.adpredictive.io"
46,"Adriver","https://www.adriver.ru/about/privacy-en/","ad.adriver.ru adriver.ru boom-stage.adriver.ru boom1.adriver.ru cgi.adriver.ru content.adriver.ru datariver.ru dsp-moderation.adriver.ru dsp.adriver.ru dsp.soloway.ru dsp2.adriver.ru ead.adriver.ru edp2.adriver.ru exposure.adriver.ru foo.datariver.ru fp-content.adriver.ru fp.adriver.ru fp.fap1.adriver.ru gb*.adriver.ru gz.adriver.ru js.adriver.ru kz.kaztel1.adriver.ru kz1.adriver.ru lb*.adriver.ru log3.adriver.ru lw1.adriver.ru masterh*.adriver.ru media.soloway.ru mh6.adriver.ru mh8.adriver.ru mirror*.adriver.ru pb.soloway.ru rad*.adriver.ru rdg1.adriver.ru rosst.adriver.ru rsport.adriver.ru servers1.adriver.ru servers2.adriver.ru servers3.adriver.ru servers5.adriver.ru sib-content.adriver.ru sib.sib1.adriver.ru sib.sib2.adriver.ru sibtel.adriver.ru soloway.ru ssl-hosts.adriver.ru st*.adriver.ru tag.datariver.ru tags.adriver.ru tags.soloway.ru test.datariver.ru tns.adriver.ru tvad.adriver.ru tvod.adriver.ru ua*.adriver.ru ua.colo2.adriver.ru ua.un1.adriver.ru web.adriver.ru web.soloway.ru www.adriver.ru www.datariver.ru www.soloway.ru zbs.adriver.ru"
55,"Adtelligence","https://adtelligence.com/en/data-privacy/","adtelligence.de"
61,"Artsai","https://artsai.com/privacy/","adx.adxcel-ec2.com adxcel-ec2.com adxcel.com artsai.com arttrk.com cf.adxcel-ec2.com data.adxcel-ec2.com ibm-assets.artsai.com vast.artsai.com"
70,"Akamai","http://www.akamai.com/compliance/privacy","abmr.net akamai.net akamaihd.net akamaized.net cdn-guile.akamaized.net edgesuite.net http16600.storage.akadns.net http20802.storage.akadns.net"
83,"Arbigo Inc.","http://www.arbigo.com/terms--policy.html","a.adlithium.com adlithium.com ads.adlithium.com arbigo.com c.adlithium.com click.adlithium.com engine.adlithium.com f.adlithium.com i.adlithium.com manage.adlithium.com r.adlithium.com rtb.adlithium.com static.adlithium.com"
89,"Facebook","https://www.facebook.com/about/privacy/update","ad4.liverail.com atdmt.com cdn-secure.liverail.com cdn-static-secure.liverail.com cdn-static.liverail.com cdn.liverail.com dyn.atdmt.com facebook.com fbcdn.net liverail.com t4.liverail.com vox-static.liverail.com"
93,"Aunica","https://aunica.com/privacy-policy/","aunica.com sandbox.aunica.com"
108,"Booking.com","https://www.booking.com/content/privacy.en-gb.html","booking.com www.booking.com"
117,"direct interactive","https://www.apartena.net/datenschutzerklaerung.html","trck.apartena.net"
122,"C3 Metrics","https://c3metrics.com/privacy","c3metrics.com c3tag.com"
124,"CapitalData","https://www.capitaldata.fr/politique-de-confidentialite/","bid0.kdata.fr cdn.kdata.fr images-clients.kdata.fr kdata.fr kdatabidder.com reporting.kdata.fr tracking.kdata.fr"
135,"ClickForce","https://www.clickforce.com.tw/edcontent.php?lang=tw&tb=15","ad.doublemax.net c.doublemax.net cft.doublemax.net clg.doublemax.net doublemax.net hx1.doublemax.net lg.doublemax.net m.doublemax.net mt.doublemax.net static.doublemax.net t.doublemax.net tad.doublemax.net vast.doublemax.net"
136,"Clickpoint","https://www.clickpoint.com/privacy/","clickpoint.com cpmktg.com"
143,"Connexity","http://connexity.com/gb/privacy-policy/","become.co.uk become.com beso.com besser-online-kaufen.de bizrate-images.com bizrate.co.uk bizrate.com bizrate.de buycentral.at buycentral.co.uk buycentral.de buycentral.fr buycentral.it connexity.net decido.de decido.fr finden-kaufen-sparen.de lowpriceshopper.co.uk lowpriceshopper.com mammothshopper.com mammutshopper.de prezzi.decido.it pricegrabber.co.uk pricegrabber.com prixmoinscher.com retrevo.com shoppingfacile.fr shopzilla-images.com shopzilla.co.uk shopzilla.com shopzilla.de shopzilla.fr shopzilla.it spardeingeld.de super-shopper.co.uk super-shopper.de"
144,"Constant Contact","https://www.constantcontact.com/legal/privacy-statement","constantcontact.com"
147,"Conversive","https://conversive.nl/privacy/","ant-*.conversive.nl ant.conversive.nl conversive.nl"
149,"IBM","https://www.ibm.com/customer-engagement/digital-marketing/gdpr","data.cmcore.com ibm.co.jp"
159,"DAC","http://www.dac.co.jp/english/utility/rule","img.ak.impact-ad.jp impact-ad.jp"
192,"engageBDR","http://engagebdr.com/terms/EngageBDR_Buyer_Addendum_December_2015.pdf","bnmla.com dsp.bnmla.com first-impression.com match.bnmla.com rex.bnmla.com video.bnmla.com"
196,"Evidon","https://www.crownpeak.com/privacy","betrad.com c.betrad.com c.evidon.com cdn.betrad.com evidon.com l.betrad.com"
202,"Eyereturn Marketing","https://eyereturnmarketing.com/privacy/","a.ermisvc.com b.ermisvc.com cm.eyereturn.com d.ermisvc.com ermisvc.com eyedemand.com eyereact.eyereturn.com eyereturn.com mcs.eyereturn.com o2.eyereturn.com p3.eyereturn.com quickresource.eyereturn.com resources.eyereturn.com sass.eyereturn.com vast.eyereturn.com voken.eyereturn.com xmlresource.eyereturn.com"
211,"Forbes","https://www.forbes.com/privacy/english/","forbes.com"
228,"Goodway Group","https://goodwaygroup.com/privacy-policy/","cdn.goodwaygroup.com ddlrequest.goodwaygroup.com reporting.goodwaygroup.com services.goodwaygroup.com"
230,"GroovinAds","http://www.groovinads.com/en#privacy_modal","ads*.groovinads.com cdn*.groovinads.com db*.groovinads.com groovinads.com img*.groovinads.com ssl*.groovinads.com static.groovinads.com"
239,"HQ GmbH","https://www.hqgmbh.eu/datenschutz.html","ad.adnet.de adnet.de rtb.buy-ad.com"
259,"intelliAd","https://www.intelliad.de/datenschutz","bidobserver.com t23.intelliad.de"
266,"Interpolls","https://www.interpolls.com/privacy","apps.interpolls.com fp.interpolls.com hs.interpolls.com interpolls.com"
286,"Kwanzoo","https://www.kwanzoo.com/gdpr","ads.kwanzoo.com kwanzoo.com"
291,"Linkstorm","https://www.linkstorm.net/privacy/","ak.linkstorm.net click.linkstorm.net csscache.linkstorm.net imagecache.linkstorm.net linkstorm.net"
311,"Dstillery","https://dstillery.com/privacy-policy/","action.dstillery.com dstillery.com everyscreenmedia.com map.dstillery.com media6degrees.com"
317,"DMA Institute","https://www.dma-institute.com/privacy-compliancy/","n01d01.cumulus-cloud.com n01d02.cumulus-cloud.com n01d03.cumulus-cloud.com n01d04.cumulus-cloud.com n01d05.cumulus-cloud.com n01d06.cumulus-cloud.com n01d07.cumulus-cloud.com n01d08.cumulus-cloud.com n01d09.cumulus-cloud.com n01d10.cumulus-cloud.com n01d11.cumulus-cloud.com n01d12.cumulus-cloud.com n01d13.cumulus-cloud.com n01d14.cumulus-cloud.com n01d15.cumulus-cloud.com n01d16.cumulus-cloud.com n01d17.cumulus-cloud.com n01d18.cumulus-cloud.com n01d19.cumulus-cloud.com n01d20.cumulus-cloud.com orange.cumulus-cloud.com white.cumulus-cloud.com"
320,"Merkury","https://www.merkle.com/getting-know-your-privacy-rights/privacy-notice","mid.rkdms.com"
322,"Metalyzer","https://metapeople.com/datenschutz/","cdn.planetapes.de cdn2.planetapes.de cdn3.planetapes.de creative.mlsat02.de postview.devk.de tracking.mlsat02.de"
323,"ZMS","https://zms.zalando.com/#","bid.metrigo.com c.metrigo.com gsync.sqate.io rtb.metrigo.com"
327,"Mixpo","http://www.netsertive.com/privacy-policy/","cdn.mixpo.com mixpo.com player1.mixpo.com player2.mixpo.com swf.mixpo.com"
338,"Ignition One","https://www.ignitionone.com/privacy-policy/gdpr-subject-access-requests/","a-nl-ams.netmng.com a-us-sjc.netmng.com a-us-wdc.netmng.com a.netmng.com adjug.com audiences-eu.ignitionone.com audiences.ignitionone.com dms.netmng.com netmng.com"
367,"OpenSlate","https://www.openslate.com/general-data-protection-regulation-gdpr-compliance-statement/","ads.outriggermedia.com tracking.outriggermedia.com"
371,"Parship","https://www.parship.de/privacypolicy/","greatviews.de tms.elitepartner.at tms.elitepartner.ch tms.elitepartner.de tms.gay-parship.at tms.gay-parship.ch tms.gay-parship.com tms.gay-parship.fr tms.parship.at tms.parship.be tms.parship.ch tms.parship.de tms.parship.fr tms.parship.nl trf.greatviews.de"
385,"PlatformOne","https://www.platform-one.co.jp/data/","y.one.impact-ad.jp"
394,"Pulpo (An Entravision Company)","https://www.pulpo.com/privacy-policy/","c1.tentaculos.net c2.tentaculos.net d1.tentaculos.net engine.tentaculos.net rm.tentaculos.net static.tentaculos.net t1.tentaculos.net tentaculos.net u.tentaculos.net uv.tentaculos.net v1.tentaculos.net v2.tentaculos.net"
397,"Viewbix","http://corp.viewbix.com/cookie-policy/","assets.viewbix.com services.viewbix.com track.viewbix.com viewbix.com"
407,"Recruit JP","https://www.r-ad.ne.jp/optout/","bd-fl-stg.r-ad.ne.jp bd-fl.r-ad.ne.jp bd-stg.r-ad.ne.jp bd.r-ad.ne.jp cdn-stg.r-adimg.com cdn.r-adimg.com cs-fl-stg.r-ad.ne.jp cs-fl.r-ad.ne.jp cs-stg.r-ad.ne.jp cs.r-ad.ne.jp r-ad.ne.jp"
413,"Phoenix Marketing International","https://www.phoenixmi.com/privacy-policy/","dmsinsights.com imtwjwoasak.com"
415,"Resonate","https://www.resonate.com/privacy-policy/","api.resonate.com ds.reson8.com ds.resonifi.com reson8.com resonate.com"
424,"SUITE 66","http://www.suite66.com/privacy-policy/","ads.suite6ixty6ix.com"
430,"Scigineer","https://www.scigineer.co.jp/privacy/","deqwas.net"
436,"Mediahead","https://www.mediahead.com/privacy-policy","ad.mediahead.com ee.mediahead.com mediahead.com res2.scsstatic.ch swisscom-tt-int.mediahead.com tt.mediahead.com uu.mediahead.com"
445,"SMN Corporation","http://www.so-netmedia.jp/cookie/index.html","acv.ladsp.com asr.ladsp.com asrp.ladsp.com buyer-p1.ladsp.jp cd.ladsp.com cr-p1.ladsp.com ecr.ladsp.com ecrp.ladsp.com ibv.ladsp.com ladsp.com ladsp.jp native.ladsp.com px-r.ladsp.com px-ya.ladsp.com px.ladsp.com tag.ladsp.com um.ladsp.com vast.ladsp.com"
453,"Spartoo","https://www.spartoo.co.uk/data_protection.php","imgext.rubbersole.co.uk imgext.shoes.fr imgext.spartoo.at imgext.spartoo.be imgext.spartoo.co.uk imgext.spartoo.com imgext.spartoo.cz imgext.spartoo.de imgext.spartoo.dk imgext.spartoo.es imgext.spartoo.fi imgext.spartoo.gr imgext.spartoo.it imgext.spartoo.nl imgext.spartoo.pl imgext.spartoo.pt imgext.spartoo.se nibal28.spartoo.com rubbersole.co.uk shoes.fr spartoo.at spartoo.be spartoo.co.uk spartoo.com spartoo.cz spartoo.de spartoo.dk spartoo.es spartoo.fi spartoo.gr spartoo.it spartoo.nl spartoo.pl spartoo.pt spartoo.se webnibal.spartoo.com"
482,"Videology","https://videologygroup.com/en/privacy-policy/","ads.tidaltv.com disp.tidaltv.com ingest.tidaltv.com req.y4g3d2v1.com securecdn.videologygroup.com set.tidaltv.com sync.tidaltv.com tidaltv.com tracker.tidaltv.com trk-useast.tidaltv.com trk.y4g3d2v1.com uav.tidaltv.com"
486,"Tradedoubler AB","http://www.tradedoubler.com/en/privacy-policy/","cdn-origin.tradedoubler.com clk.tradedoubler.com hst.tradedoubler.com imp.tradedoubler.com tbl.tradedoubler.com tbs.tradedoubler.com tradedoubler.com vht.tradedoubler.com"
491,"TravelClick","https://www.travelclick.com/privacy-policy.html","emc.travelclick.com static.travelclick.com"
494,"TrustArc","https://www.trustarc.com/privacy-policy/","choices-elb.truste.com choices-or.trustarc.com choices-or.truste.com choices-st.truste.com choices.trustarc.com choices.truste.com consent-st.truste.com consent.truste.com preferences-mgr.trustarc.com preferences-mgr.truste.com privacy-policy.truste.com trustarc.com truste.com view.truste.com"
495,"TruEffect","https://trueffect.com/privacy-policy/","ad.adlegend.com adlegend.com cdn.adlegend.com chemistry.com cmm.poppin.com cmm.steinmart.com display.ourtime.com hrblock.com jdn.monster.com match.au match.com media.avis.com media.bathandbodyworks.com media.bebe.com media.business.comcast.com media.business.spectrum.com media.calvinklein.com media.care.com media.charter.com media.charterbusiness.com media.chemistry.com media.cocoreefswim.com media.curiositystream.com media.customink.com media.dollargeneral.com media.donaldjpliner.com media.fundingcircle.com media.getitfree.us media.gnc.com media.godaddy.com media.gopetplan.com media.gsimedia.net media.hertz.com media.hipmunk.com media.hoover.com media.ibm.com media.insurancestep.com media.intermundomedia.com media.jackspade.com media.katespade.com media.luckybrand.com media.luxurylink.com media.match.com media.mvmtwatches.com media.myperfectresume.com media.parkdia.com media.pharmaca.com media.qvc.com media.saturday.com media.sittercity.com media.sleepcountry.com media.sleeptrain.com media.spectrum.com media.toysrus.com media.tripping.com media.trueffect.com media.tumi.com media.tumi.de media.tutor.com media.uk.tumi.com media.upstart.com media.us.myflavia.com media.vikingrivercruises.com media1.ancestry.com media1.elitefixtures.com mediadisplay.kabbage.com mediamgt.blackheartlingerie.com mediamgt.hottopic.com mediamgt.torrid.com olm.monster.com optimumresponse.net ourtime.com princetonreview.com teffect.weebly.com v1ad.adlegend.com wbmd.southwest.com webmedia.carmax.com webmedia.chicos.com webmedia.crownandcaliber.com webmedia.hrblock.com webmedia.johnvarvatos.com webmedia.metropcs.com webmedia.oreck.com webmedia.verengosolar.com webmedia.whitehouseblackmarket.com www.graphicstock.com www.videoblocks.com"
522,"Vizury","https://vizury.com/privacy-policy","v-cdn2.vizury.com videostage.vizury.com vizury.com www.vizury.com"
523,"Markit","https://www.markitdigital.com/products/ads/privacy-policy/","ad.wsod.com ad.wsodcdn.com api.addata.wallst.com wsod.com wsodcdn.com wsoddata.com"
540,"Travel Data Collective","https://www.yieldr.com/privacy/","254a.com cdn.254a.com d.254a.com n.254a.com r.254a.com"
550,"CyberAgent","https://privacy-policy.cyberagent.ai/index-en.html","ad.ca-conv.jp adtdp.com adtech.cyberagent.io analytics.skyrocket.adtdp.com bid.skyrocket.adtdp.com bid01-e.dynalyst.jp ca-conv.jp cast-cf-j.adtdp.com cast-cs-j.adtdp.com cast-cv-j.adtdp.com cast-imp-j.adtdp.com cast-js-j.adtdp.com cast-mark-j.adtdp.com cast-rd-j.adtdp.com cast-wn-j.adtdp.com cdn.lodeo.io cdn.skyrocket.adtdp.com cdns.lodeo.io click.skyrocket.adtdp.com creative.skyrocket.adtdp.com cyberagent.io dynalyst-ad-us.adtdp.com dynalyst-ad.adtdp.com dynalyst-bid-us.adtdp.com dynalyst-imp.adtdp.com dynalyst-mk.adtdp.com dynalyst-rd.adtdp.com dynalyst-sync.adtdp.com dynalyst.jp glaze.adtdp.com ich-rd.adtdp.com ich-rtb.adtdp.com ich-wn.adtdp.com imp.skyrocket.adtdp.com live-asset.adtdp.com live-bid.adtdp.com live-click.adtdp.com live-cv.adtdp.com live-imp.adtdp.com lodeo-*.adtdp.com lodeo-ad.adtdp.com lodeo-adnw.adtdp.com lodeo-bid-jp-a.adtdp.com lodeo-mm.adtdp.com lodeo-rd.adtdp.com lodeo-win.adtdp.com lodeo.adtdp.com lodeo.io mark.skyrocket.adtdp.com mk.ca-conv.jp prague-ad.adtdp.com prague-bid.adtdp.com prague-cdn.adtdp.com prague-click.adtdp.com prague-console.adtdp.com prague-mark.adtdp.com prague-trk.adtdp.com prague-vast.adtdp.com rs-ap.adtdp.com rs-j.adtdp.com site.ca-conv.jp sync.skyrocket.adtdp.com view.skyrocket.adtdp.com winnotice.skyrocket.adtdp.com"
559,"DaVinci11","http://www.adsfactor.com/gdpr.html","servedby.adsfactor.net"
560,"顶新","http://www.360.cn/privacy/v3/bpsxy.html","*ssl.mediav.com ckmap.mediav.com g1xd.mediav.com lianmeng.360.cn material*.mediav.com mediav.com mvp.mediav.com p3.qhimgs0.com p3.ssl.qhimgs0.com s3m.mediav.com show.g.mediav.com show.mediav.com so.com ssxd.mediav.com static.mediav.com t-dsp.mediav.com t.dsp.mediav.com xd.mediav.com"
568,"Mashero","http://www.mashero.com/en/privacy-protection","app.mashero.com cdn0.mashero.com cdn1.mashero.com mashero.com shuttle.mashero.com"
574,"advolution.control","http://advolution.de/privacy.php","asn-trk.advolution.de asn.advolution.de cdn.asn.advolution.de"
576,"MicroAd","https://www.microad.co.jp/privacy/","cache.microad.jp cdn.microad.jp d-cache.microad.jp d-cache.microadinc.com d-cache.send.microad.jp d-rtb.microad.jp dsp.send.microad-cn.com dsp.send.microad.jp img.microad-cn.com item.microad.jp ld.send.microad.jp linx.send.microad.jp microad.jp prcache.microad.jp prlist.microad.jp s-cm.send.microad.jp send.microad-cn.com send.microad.jp send.microadinc.com vast.ads-api.universe.microad.jp"
584,"Webgains","https://www.webgains.com/public/en/privacy-2/","analytics-wg.webgains.io analytics.webgains.io api.webgains.io assets.ikhnaie.link cdn.track.production.webgains.team diapi.webgains.com track.production.webgains.team track.webgains.com www.webgains.com"
587,"AT Internet","https://www.atinternet.com/en/company/data-protection/","ati-host.net log.xiti.com xiti.com"
591,"Miaozhen Systems","http://www.miaozhen.com/index.php/EN/Index/articontent/articleid/202.html","a.ads.cn.miaozhen.com a.tac.cn.miaozhen.com a.tac.miaozhen.com e.ads.cn.miaozhen.com e.au.miaozhen.com e.jp.miaozhen.com e.tac.cn.miaozhen.com e.tac.miaozhen.com e.tw.miaozhen.com g.ads.cn.miaozhen.com g.aus.miaozhen.com g.cn.miaozhen.com g.hk.miaozhen.com g.id.miaozhen.com g.jp.miaozhen.com g.kr.miaozhen.com g.mbm.cn.miaozhen.com g.my.miaozhen.com g.ph.miaozhen.com g.sea.miaozhen.com g.sg.miaozhen.com g.tac.cn.miaozhen.com g.tac.miaozhen.com g.th.miaozhen.com g.tw.miaozhen.com g.vn.miaozhen.com i.tac.stfile.com js.miaozhen.com miaozhen.com s.tac.stfile.com t.pg.cn.miaozhen.com"
737,"RevenueMantra","http://www.revenuemantra.com/privacy.html","ads.revenuemantra.com revenuemantra.com rtb.revenuemantra.com"
802,"LnData","https://www.admaster.com.cn/en/about_us/privacy","admaster.com.cn c.admaster.com.cn c.lndata.com clickc.admaster.com.cn fw4.co intel.admaster.com.cn lndata.com v.admaster.com.cn v.lndata.com"
803,"Trend Research","https://trendfrage.de/?ID=135","slogantrend.de"
820,"econda GmbH","https://www.econda.de/service/datenschutz/","econda-monitor.de www.econda-monitor.de"
821,"Yusp","http://www.yusp.com/yusp-privacy-policy/","cdn.worldgravity.com gravityrd-services.com worldgravity.com yusp.com"
839,"LivelyImpact","http://www.livelyimpact.com/privacy-policy.html","ads.fingereach.com ads1.fingereach.com ads2.fingereach.com ads3.fingereach.com fingereach.com hk.tracking.fingereach.com jp.tracking.fingereach.com rtb.fingereach.com tracking.fingereach.com vds.fingereach.com vds1.fingereach.com vds2.fingereach.com vds3.fingereach.com vn.tracking.fingereach.com"
864,"Batch Media","https://theadex.com/privacy-opt-out/","c.t4ft.de g.t4ft.de t.t4ft.de t4ft.de"
899,"QuarticON","https://quarticon.com/en/privacy-policy/","api.quartic.pl api.quarticon.com app-1.quartic.pl app-2.quartic.pl app-3.quartic.pl app-4.quartic.pl app-5.quartic.pl app-6.quartic.pl app.quarticon.com qad-ir.quartic.pl qad-pl.quartic.pl qad-sg.quartic.pl qad-tv.quartic.pl qad-us.quartic.pl qad.quartic.pl qade.quartic.pl rec.quartic.pl rec.quarticon.com shiela.quartic.pl static-1.quartic.pl static-2.quartic.pl static-3.quartic.pl static.quartic.pl static.quarticon.com"
904,"TraceAd","http://influenceaudience.com/about/gdpr-privacy-policy-business-partners.html","tracead.com"
922,"Novem","http://www.novem.pl/doc/Novem_polityka_prywatnosci.pdf","a.novinet.pl"
931,"adTarget.me","https://adtarget.me/privacy.html","admattic.io ads.adtarget.me am1.cdn.admattic.io am1.cdn.adserving.io at1.cdn.adtarget.me at4.cdn.adtarget.me cdn.admattic.io cdn.adserving.io cdn.adtarget.me static-system.adtarget.me static-trackers.adtarget.me static.trackers.adtarget.me trackers.adtarget.me z.cdn.admattic.io z.cdn.adserving.io z.cdn.adtarget.me"
938,"Adzerk","https://dev.adzerk.com/docs/privacy-policy-customers","adzerk.net e-*.adzerk.net engine.adzerk.net static.adzerk.net zkcdn.net"
979,"Silver Egg Technology","http://www.silveregg.co.jp/GDPR","aigent.silveregg.net aigent2.silveregg.net aigentx.silveregg.net dsp.silveregg.net edge.silveregg.net edge2.silveregg.net"
981,"Vodafone GmbH","https://www.vodafone.de/unternehmen/datenschutz-privatsphaere.html","dyn-services.vodafone.de fc.vodafone.de vfd2dyn.vodafone.de www.vodafone.de zuhauseplus.vodafone.de"
985,"Tinkoff.ru","https://static.tinkoff.ru/documents/docs/processing-personal-data.pdf","bl.datamind.ru bl1.datamind.ru bl2.datamind.ru cdn.datamind.ru datamind.ru dco.datamind.ru dp.tinkoff.ru dp.tinkoffinsurance.ru dsp.datamind.ru dsp1.datamind.ru dsp2.datamind.ru dsp3.datamind.ru dsp4.datamind.ru dsp5.datamind.ru dsp6.datamind.ru dsp7.datamind.ru images.datamind.ru media.datamind.ru pb.datamind.ru pool.datamind.ru static.datamind.ru sync.datamind.ru tinkoff.datamind.ru tinkoff.ru tinkoffinsurance.ru"
1003,"KPI Solutions","https://www.adv.admeme.net/en/privacy/optout.html","adgraph.net admeme.net adv.admeme.net agraph.net b9998.adgraph.net b9999.adgraph.net i9999.adgraph.net v9999.adgraph.net z9999.adgraph.net"
1027,"MaxCDN","https://www.stackpath.com/legal/privacy-statement/","netdna-cdn.com netdna-ssl.com"
1031,"MoPub (a division of Twitter, Inc.)","https://www.mopub.com/en/gdpr","ads.mopub.com cb.mopub.com mopub.com mpx.mopub.com"
